transitionVersion,project,medianInsertions,medianDeletions,medianFiles,medianChanges,medianNumberOfCodeFiles,medianNumberOfCodeFilesChanges,medianMedianDepthCodeFiles,totalCommits,totalChanges,totalNumberOfCodeFilesChanges,totalNumberOfTestFilesChanges,changesPerCommit,codeChangesPerCommit,testChangesPerCommit,countCommitsWithTests,testCommitRatio,totalCommitters,countLowContributors
23,vanilla,8,4,1,14,1,14,4,182,264275,242718,0,1452.0604395604396,1333.6153846153845,0,0,0,11,2
24,vanilla,13,8,1,20,1,18,3,192,71285,67718,0,371.2760416666667,352.6979166666667,0,1,0.005208333333333333,12,4
2,picasso,176,41,8,245,5,190,8,13,6903,5654,467,531,434.9230769230769,35.92307692307692,1,0.07692307692307693,2,
3,picasso,34,5,2,36,1,10,8,15,872,321,549,58.13333333333333,21.4,36.6,11,0.7333333333333333,2,1
4,picasso,19,7,2,29.5,1,16.5,8,78,8767,4814,3010,112.3974358974359,61.717948717948715,38.58974358974359,35,0.44871794871794873,6,4
5,picasso,10,4,2,16,1,6,8,61,2721,1456,948,44.60655737704918,23.868852459016395,15.540983606557377,22,0.36065573770491804,8,5
6,picasso,8,4,2.5,12,1,6.5,8,26,1557,847,606,59.88461538461539,32.57692307692308,23.307692307692307,9,0.34615384615384615,7,4
7,picasso,10,5,2,14,1,11,8,40,6047,3219,2785,151.175,80.475,69.625,21,0.525,11,7
8,picasso,14,8,2,26,1,12,8,27,4053,1895,1736,150.11111111111111,70.18518518518519,64.29629629629629,15,0.5555555555555556,3,
9,picasso,5,2,1,10,1,2,8,27,354,153,86,13.11111111111111,5.666666666666667,3.185185185185185,5,0.18518518518518517,7,2
10,picasso,5,3,1,8,0,0,8,13,105,29,15,8.076923076923077,2.230769230769231,1.1538461538461537,2,0.15384615384615385,3,1
11,picasso,1,1,1,2,0,0,8,3,8,2,4,2.6666666666666665,0.6666666666666666,1.3333333333333333,1,0.3333333333333333,3,3
12,picasso,4,4,1,8,1,2,8,7,152,95,13,21.714285714285715,13.571428571428571,1.8571428571428572,2,0.2857142857142857,4,3
13,picasso,18,8,1.5,31,1,11.5,8,14,699,509,146,49.92857142857143,36.357142857142854,10.428571428571429,4,0.2857142857142857,4,1
14,picasso,15.5,5,2,19.5,1,15,8,36,2026,1099,815,56.27777777777778,30.52777777777778,22.63888888888889,19,0.5277777777777778,7,3
15,picasso,9,3,1,9,1,7,8,11,286,97,189,26,8.818181818181818,17.181818181818183,5,0.45454545454545453,5,1
16,picasso,150,26,6,176,3,63,8,3,437,171,256,145.66666666666666,57,85.33333333333333,2,0.6666666666666666,2,
17,picasso,16,5,2,16,0,0,8,3,522,444,56,174,148,18.666666666666668,1,0.3333333333333333,2,1
18,picasso,5,2.5,2,7.5,0,0,8,22,264,82,81,12,3.727272727272727,3.6818181818181817,3,0.13636363636363635,8,5
19,picasso,8.5,5,3,10.5,0,0,8,6,80,18,19,13.333333333333334,3,3.1666666666666665,2,0.3333333333333333,4,2
20,picasso,7,1,3,29,1,9,8,3,95,20,75,31.666666666666668,6.666666666666667,25,2,0.6666666666666666,2,
21,picasso,14,5,4,22,1,2,8,11,1960,808,884,178.1818181818182,73.45454545454545,80.36363636363636,4,0.36363636363636365,4,2
22,picasso,4,2,1,5,1,2,8,7,69,42,19,9.857142857142858,6,2.7142857142857144,3,0.42857142857142855,5,2
23,picasso,5,2,1,8,0.5,1,8,20,487,189,217,24.35,9.45,10.85,5,0.25,6,4
24,picasso,5,4,1,11,0,0,8,15,543,159,307,36.2,10.6,20.466666666666665,7,0.4666666666666667,4,2
2,buildbot,7.5,3,1,13,1,2,4,126,10919,2689,6612,86.65873015873017,21.341269841269842,52.476190476190474,48,0.38095238095238093,14,8
3,buildbot,6.5,2,1,8.5,1,2,4,76,4396,1330,2009,57.8421052631579,17.5,26.43421052631579,43,0.5657894736842105,9,4
4,buildbot,9,4,2,15.5,1,4.5,4,120,21233,5705,2784,176.94166666666666,47.541666666666664,23.2,57,0.475,13,5
5,buildbot,6.5,2,1,9,1,2,4,58,9103,3339,5013,156.94827586206895,57.56896551724138,86.43103448275862,21,0.3620689655172414,12,6
6,buildbot,4.5,2,1,7.5,1,2,4,118,5869,2097,2203,49.73728813559322,17.771186440677965,18.66949152542373,36,0.3050847457627119,14,5
7,buildbot,10,4,1,15,1,2,4,103,43782,27872,5141,425.06796116504853,270.6019417475728,49.9126213592233,47,0.4563106796116505,16,6
8,buildbot,12.5,5,1,21.5,1,3.5,4,118,8506,1871,5807,72.08474576271186,15.85593220338983,49.21186440677966,62,0.5254237288135594,22,14
9,buildbot,8,2,1,14,1,3.5,4,126,41935,25619,13943,332.8174603174603,203.32539682539684,110.65873015873017,50,0.3968253968253968,19,7
10,buildbot,19,4,2,29,1,8,4,77,43744,3999,4019,568.1038961038961,51.935064935064936,52.1948051948052,29,0.37662337662337664,10,3
11,buildbot,10,4,2,18,1,2,4,93,10906,5733,4260,117.26881720430107,61.645161290322584,45.806451612903224,48,0.5161290322580645,15,5
12,buildbot,20,2,2,29,1,2,4,59,5237,1416,2211,88.76271186440678,24,37.47457627118644,31,0.5254237288135594,15,7
13,buildbot,7,2.5,1,12.5,1,2,4,140,49074,9336,4893,350.5285714285714,66.68571428571428,34.95,52,0.37142857142857144,16,6
14,buildbot,15,6,2,28,1,7.5,4,130,12590,6252,4696,96.84615384615384,48.09230769230769,36.12307692307692,68,0.5230769230769231,18,6
15,buildbot,4,2,1,6,0,0,4,129,60531,24295,33704,469.2325581395349,188.33333333333334,261.27131782945736,52,0.40310077519379844,18,9
16,buildbot,10,3,1,16.5,1,4,4,120,12150,6288,4611,101.25,52.4,38.425,48,0.4,23,13
17,buildbot,18,6,2,28,1,9,4,117,14871,6952,5137,127.1025641025641,59.41880341880342,43.9059829059829,68,0.5811965811965812,12,4
18,buildbot,10,5,2,17,1,4,4,51,6575,3464,1957,128.92156862745097,67.92156862745098,38.372549019607845,24,0.47058823529411764,11,7
19,buildbot,12,3,2,17,1,3,4,123,6811,2046,3979,55.3739837398374,16.634146341463413,32.34959349593496,59,0.4796747967479675,17,9
20,buildbot,7,4,1,12,1,4,4,85,7410,4049,2197,87.17647058823529,47.63529411764706,25.847058823529412,39,0.4588235294117647,22,12
21,buildbot,7.5,3,1,14,0.5,0.5,4,104,7084,1943,2114,68.11538461538461,18.682692307692307,20.326923076923077,42,0.40384615384615385,18,11
22,buildbot,3,2,1,6,0,0,4,53,1883,421,713,35.528301886792455,7.943396226415095,13.452830188679245,15,0.2830188679245283,7,1
23,buildbot,5,3,1,8,1,2,4,82,10145,6714,685,123.71951219512195,81.8780487804878,8.353658536585366,22,0.2682926829268293,11,5
24,buildbot,12,4,1,32,1,2,4,41,10034,5072,2808,244.73170731707316,123.70731707317073,68.48780487804878,19,0.4634146341463415,8,4
2,loomio,9,6,2,19.5,1,2,3,216,11232,2747,1889,52,12.717592592592593,8.74537037037037,79,0.36574074074074076,7,3
3,loomio,8,5,2,16,0,0,3,294,13352,4245,1062,45.414965986394556,14.438775510204081,3.6122448979591835,40,0.1360544217687075,7,3
4,loomio,17,15,3,36,1,6,3,133,11277,2460,2488,84.78947368421052,18.49624060150376,18.706766917293233,48,0.3609022556390977,3,
5,loomio,13.5,6,2,22,1,4,3,168,8194,2654,1760,48.773809523809526,15.797619047619047,10.476190476190476,62,0.36904761904761907,5,2
6,loomio,6,5,2,14,1,1,3,171,7722,2433,837,45.1578947368421,14.228070175438596,4.894736842105263,26,0.15204678362573099,9,5
7,loomio,9,5,2,16,1,5,3,266,12794,5389,2452,48.097744360902254,20.2593984962406,9.218045112781954,42,0.15789473684210525,14,8
8,loomio,7,5,2,14,1,2,3,234,9885,3936,1077,42.243589743589745,16.82051282051282,4.602564102564102,41,0.1752136752136752,7,
9,loomio,8,4,2,13,1,4,3,213,9713,3489,1792,45.60093896713615,16.380281690140844,8.413145539906104,49,0.2300469483568075,7,1
10,loomio,7,7,2,16,1,4,3,114,4466,2102,696,39.175438596491226,18.43859649122807,6.105263157894737,35,0.30701754385964913,7,1
11,loomio,6,5,2,15,1,2,3,93,8424,2097,3154,90.58064516129032,22.548387096774192,33.913978494623656,32,0.34408602150537637,6,
12,loomio,5,3,2,11,1,2,3,71,2599,1050,354,36.605633802816904,14.788732394366198,4.985915492957746,14,0.19718309859154928,6,
13,loomio,5,4,2,13,1,2,3,63,3667,1395,448,58.20634920634921,22.142857142857142,7.111111111111111,10,0.15873015873015872,12,4
14,loomio,14.5,11.5,3,35.5,1,3.5,3,46,5518,1363,1174,119.95652173913044,29.630434782608695,25.52173913043478,13,0.2826086956521739,12,1
15,loomio,10,6,2,23,1,5,3,49,11016,4554,2153,224.81632653061226,92.93877551020408,43.93877551020408,11,0.22448979591836735,9,1
16,loomio,12,6,3,20,1,7,3,79,13454,2820,1024,170.30379746835442,35.69620253164557,12.962025316455696,19,0.24050632911392406,8,
17,loomio,13,6,3,22,1,2,3,44,8036,2925,2333,182.63636363636363,66.47727272727273,53.02272727272727,14,0.3181818181818182,8,
18,loomio,7,8,2,16,1,3,3,59,11314,3702,1222,191.76271186440678,62.74576271186441,20.71186440677966,10,0.1694915254237288,8,
19,loomio,10,3,2,14,1,4,3,99,7560,2647,1019,76.36363636363636,26.737373737373737,10.292929292929292,22,0.2222222222222222,8,
20,loomio,13,3,3,15,1,7,3,51,189783,98121,34528,3721.235294117647,1923.9411764705883,677.0196078431372,12,0.23529411764705882,8,
21,loomio,15,8,4,30,1,8,3,65,194177,97643,37354,2987.3384615384616,1502.2,574.6769230769231,22,0.3384615384615385,9,
22,loomio,13,6.5,3,20.5,1,7.5,3,74,18268,8331,5293,246.86486486486487,112.58108108108108,71.52702702702703,27,0.36486486486486486,9,1
23,loomio,11,5,3,16,2,10.5,3,58,6157,2869,2265,106.15517241379311,49.46551724137931,39.05172413793103,18,0.3103448275862069,7,
24,loomio,9,5,2,14,1,2,3,125,8797,1782,303,70.376,14.256,2.424,10,0.08,10,3
2,incubator-airflow,12.5,4.5,3,18,1,13,3,58,1911,1420,2,32.94827586206897,24.482758620689655,0.034482758620689655,2,0.034482758620689655,3,2
3,incubator-airflow,13,4,3,16,2,15,3,35,22103,20678,6,631.5142857142857,590.8,0.17142857142857143,1,0.02857142857142857,3,1
4,incubator-airflow,10,3,2,14.5,1,10,2.5,98,5046,3594,116,51.48979591836735,36.673469387755105,1.183673469387755,4,0.04081632653061224,6,3
5,incubator-airflow,18,4,3,28,2,14,3,59,7418,5427,257,125.72881355932203,91.98305084745763,4.3559322033898304,8,0.13559322033898305,3,
6,incubator-airflow,8.5,4,2,14,1,9.5,2.5,76,3492,2442,159,45.94736842105263,32.13157894736842,2.0921052631578947,5,0.06578947368421052,5,1
7,incubator-airflow,7,3,1,11,1,6,3,89,14624,7210,59,164.31460674157304,81.01123595505618,0.6629213483146067,4,0.0449438202247191,8,2
8,incubator-airflow,8,3,1,12,1,9,3,71,2040,1738,1,28.732394366197184,24.47887323943662,0.014084507042253521,1,0.014084507042253521,5,1
9,incubator-airflow,6,2,1,9,1,5,3,109,4068,2168,0,37.321100917431195,19.889908256880734,0,0,0,13,8
10,incubator-airflow,5,2,1,7,1,6,3,109,3304,2933,129,30.31192660550459,26.908256880733944,1.18348623853211,8,0.07339449541284404,18,12
11,incubator-airflow,4,1,1,6,1,5,2.5,189,4839,3369,257,25.603174603174605,17.825396825396826,1.3597883597883598,12,0.06349206349206349,21,14
12,incubator-airflow,6,1,1,9,1,6,3,159,3553,2959,152,22.345911949685533,18.61006289308176,0.9559748427672956,9,0.05660377358490566,30,20
13,incubator-airflow,3,1,1,4,1,2,3,237,8645,6441,1128,36.47679324894515,27.17721518987342,4.7594936708860756,27,0.11392405063291139,25,15
14,incubator-airflow,6,2,1,8,1,5,3,191,5618,4071,485,29.413612565445025,21.31413612565445,2.5392670157068062,30,0.15706806282722513,21,10
15,incubator-airflow,5,1,1,8,1,3,3,101,2751,1978,487,27.237623762376238,19.584158415841586,4.821782178217822,21,0.2079207920792079,24,13
16,incubator-airflow,3,1,1,6,1,4,3,111,5364,4463,139,48.32432432432432,40.207207207207205,1.2522522522522523,6,0.05405405405405406,27,19
17,incubator-airflow,7,1.5,1,9,1,4,3,130,3919,2709,706,30.146153846153847,20.838461538461537,5.430769230769231,25,0.19230769230769232,33,23
18,incubator-airflow,4.5,1,1,7.5,1,2,3,138,4988,3370,504,36.14492753623188,24.420289855072465,3.652173913043478,17,0.12318840579710146,33,22
19,incubator-airflow,8,2,1,13,1,6,3,105,9677,6367,1923,92.16190476190476,60.63809523809524,18.314285714285713,28,0.26666666666666666,37,25
20,incubator-airflow,8,2,1,11,1,5,3,67,3518,1945,103,52.507462686567166,29.029850746268657,1.537313432835821,7,0.1044776119402985,30,16
21,incubator-airflow,20,2,1,24,1,7,3,59,29843,19888,1806,505.8135593220339,337.08474576271186,30.610169491525422,18,0.3050847457627119,29,16
22,incubator-airflow,14,2,1,21,1,9,3,57,4327,2865,1120,75.91228070175438,50.26315789473684,19.649122807017545,15,0.2631578947368421,30,17
23,incubator-airflow,7,2.5,1,11,1,4,3,52,6150,4463,747,118.26923076923077,85.82692307692308,14.365384615384615,10,0.19230769230769232,27,20
24,incubator-airflow,1.5,1,1,2.5,0,0,3,32,3870,2115,1366,120.9375,66.09375,42.6875,3,0.09375,20,12
2,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
4,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
5,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
6,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
7,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
8,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
9,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
10,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
11,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
12,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
13,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
14,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
15,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
16,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
17,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
18,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
19,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
20,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
21,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
22,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
23,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
24,Telescope,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
2,titanium_mobile,11,2,1,15,1,5,7,137,13757,3981,60,100.41605839416059,29.05839416058394,0.43795620437956206,1,0.0072992700729927005,14,
3,titanium_mobile,13,3,1,21,1,2,6,165,12077,6919,0,73.19393939393939,41.93333333333333,0,0,0,15,3
4,titanium_mobile,8,3.5,1,12.5,1,2,5,132,29601,2963,0,224.25,22.446969696969695,0,0,0,10,
5,titanium_mobile,10,4,1,14.5,1,3,9,154,427430,236889,1503,2775.5194805194806,1538.2402597402597,9.75974025974026,4,0.025974025974025976,14,2
6,titanium_mobile,7.5,2.5,1,11,1,7,8,92,3182,2175,0,34.58695652173913,23.641304347826086,0,0,0,10,
7,titanium_mobile,6.5,3,1,11.5,1,1.5,8,78,3231,1275,0,41.42307692307692,16.346153846153847,0,0,0,10,
8,titanium_mobile,9,3,1,13,0,0,9,66,743658,411756,0,11267.545454545454,6238.727272727273,0,2,0.030303030303030304,12,1
9,titanium_mobile,10.5,4,1,19,1,2,4,92,525081,122796,48383,5707.402173913043,1334.7391304347825,525.9021739130435,5,0.05434782608695652,20,4
10,titanium_mobile,8,2,1,11.5,0,0,4,154,15309,6744,73,99.4090909090909,43.79220779220779,0.474025974025974,2,0.012987012987012988,21,3
11,titanium_mobile,6,3,1,10,0,0,8.5,139,19163,3398,545,137.86330935251797,24.446043165467625,3.920863309352518,3,0.02158273381294964,13,
12,titanium_mobile,7,4,1,14,0,0,5.75,147,465521,67982,34150,3166.809523809524,462.4625850340136,232.31292517006804,5,0.034013605442176874,16,2
13,titanium_mobile,6,2,1,10,0,0,9.25,91,4209,1618,0,46.252747252747255,17.78021978021978,0,0,0,20,3
14,titanium_mobile,6,2,1,11.5,0,0,4,106,7461,2307,0,70.38679245283019,21.764150943396228,0,0,0,15,1
15,titanium_mobile,6,3,1,10.5,1,2,4,114,20114,10961,443,176.43859649122808,96.14912280701755,3.8859649122807016,4,0.03508771929824561,19,5
16,titanium_mobile,5,2,1,10,0,0,4,65,39447,16735,17605,606.876923076923,257.46153846153845,270.84615384615387,1,0.015384615384615385,16,2
17,titanium_mobile,10,4,1,14,1,4,8,57,2183,1179,30,38.29824561403509,20.68421052631579,0.5263157894736842,1,0.017543859649122806,11,2
18,titanium_mobile,7,2,1,9,0,0,8,67,8483,2753,320,126.61194029850746,41.08955223880597,4.776119402985074,1,0.014925373134328358,19,6
19,titanium_mobile,14,2,2,24,0,0,4,89,926914,480540,1651,10414.76404494382,5399.3258426966295,18.55056179775281,6,0.06741573033707865,15,4
20,titanium_mobile,18,5,2,34,1,4,4,69,249860,105814,46822,3621.159420289855,1533.536231884058,678.5797101449275,6,0.08695652173913043,16,4
21,titanium_mobile,6,3,2,16,0,0,4,134,292787,144295,37167,2184.9776119402986,1076.8283582089553,277.36567164179104,8,0.05970149253731343,12,2
22,titanium_mobile,9,3,1,16,0,0,4,153,258764,94015,47197,1691.2679738562092,614.4771241830065,308.47712418300654,8,0.05228758169934641,19,5
23,titanium_mobile,8,2,1,14,0,0,4,159,494793,219770,86825,3111.9056603773583,1382.2012578616352,546.069182389937,10,0.06289308176100629,18,6
24,titanium_mobile,11,3,1,17,0,0,8,123,13438,5828,1477,109.2520325203252,47.38211382113821,12.008130081300813,1,0.008130081300813009,18,6
2,cas,6,3,1,13,0,0,10,31,2417,332,806,77.96774193548387,10.709677419354838,26,5,0.16129032258064516,4,2
3,cas,15,15,2,33,0,0,10,35,35843,26585,1019,1024.0857142857142,759.5714285714286,29.114285714285714,7,0.2,5,2
4,cas,7,2.5,2,9.5,1,1.5,10,8,358,107,182,44.75,13.375,22.75,5,0.625,3,1
5,cas,13,9.5,2,21,1,6.5,10,14,1801,862,155,128.64285714285714,61.57142857142857,11.071428571428571,4,0.2857142857142857,4,1
6,cas,6,5,2,9,1,5,9,15,774,472,264,51.6,31.466666666666665,17.6,4,0.26666666666666666,4,1
7,cas,49,30.5,5,90.5,1,6.5,10,30,17362,7708,6278,578.7333333333333,256.93333333333334,209.26666666666668,13,0.43333333333333335,2,
8,cas,13.5,6,2,22,0,0,10,62,11408,1719,1346,184,27.725806451612904,21.70967741935484,13,0.20967741935483872,5,
9,cas,26.5,12,4,42.5,2,12.5,10,154,34700,22117,8472,225.32467532467533,143.61688311688312,55.01298701298701,62,0.4025974025974026,4,1
10,cas,21,13,4,64,1,10,10,35,16265,5883,3305,464.7142857142857,168.0857142857143,94.42857142857143,14,0.4,3,
11,cas,24,24,6.5,48,0,0,10.5,16,3663,521,1331,228.9375,32.5625,83.1875,6,0.375,5,2
12,cas,8.5,2.5,1.5,13,1,8.5,10,16,2829,2174,593,176.8125,135.875,37.0625,6,0.375,5,2
13,cas,10.5,2,1,14.5,0,0,9.5,28,726,299,69,25.928571428571427,10.678571428571429,2.4642857142857144,7,0.25,7,4
14,cas,9,4,1,16,0,0,10,65,7616,1676,1399,117.16923076923077,25.784615384615385,21.523076923076925,23,0.35384615384615387,5,3
15,cas,15.5,6.5,1.5,23.5,1,7.5,10,34,54576,52927,438,1605.1764705882354,1556.6764705882354,12.882352941176471,8,0.23529411764705882,5,2
16,cas,30,4.5,5.5,48.5,4,31,10,58,4079,3351,340,70.32758620689656,57.775862068965516,5.862068965517241,21,0.3620689655172414,2,
17,cas,6,4.5,2,13,0,0,10,14,867,237,526,61.92857142857143,16.928571428571427,37.57142857142857,2,0.14285714285714285,4,2
18,cas,10,7,1,20,0,0,10,37,23806,2616,168,643.4054054054054,70.70270270270271,4.54054054054054,3,0.08108108108108109,9,3
19,cas,6,2,2,8,0,0,9.25,19,920,209,0,48.421052631578945,11,0,0,0,3,
20,cas,7.5,2.5,2,12,0,0,10,38,1477,770,285,38.86842105263158,20.263157894736842,7.5,9,0.23684210526315788,5,1
21,cas,10,3,1,14,0,0,9,37,1772,584,537,47.891891891891895,15.783783783783784,14.513513513513514,10,0.2702702702702703,3,
22,cas,14,6,2,26,0,0,9.75,49,3465,1916,651,70.71428571428571,39.10204081632653,13.285714285714286,18,0.3673469387755102,5,1
23,cas,16,5.5,2,32.5,1,12.5,9,58,4847,2496,1364,83.56896551724138,43.03448275862069,23.517241379310345,24,0.41379310344827586,8,3
24,cas,13,7,2,28,1,2,10,93,10064,3260,4583,108.21505376344086,35.053763440860216,49.27956989247312,39,0.41935483870967744,9,4
2,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
4,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
5,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
6,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
7,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
8,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
9,serverspec,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
10,serverspec,4,1,1,6,0,0,NaN,176,5997,0,5315,34.07386363636363,0,30.198863636363637,146,0.8295454545454546,13,11
11,serverspec,6,1,1,10,0,0,NaN,119,3739,0,3723,31.42016806722689,0,31.285714285714285,115,0.9663865546218487,15,12
12,serverspec,3,4,2,10.5,0,0,NaN,142,7751,0,7683,54.58450704225352,0,54.105633802816904,136,0.9577464788732394,11,8
13,serverspec,4,1,2,9,0,0,NaN,174,11869,0,11832,68.21264367816092,0,68,171,0.9827586206896551,17,13
14,serverspec,2,1,1,4,0,0,NaN,31,462,0,454,14.903225806451612,0,14.64516129032258,28,0.9032258064516129,7,4
15,serverspec,5,1,1,8,0,0,NaN,24,1566,0,1564,65.25,0,65.16666666666667,24,1,4,3
16,serverspec,5,1.5,2,10,0,0,NaN,86,5249,0,4888,61.03488372093023,0,56.83720930232558,76,0.8837209302325582,8,4
17,serverspec,4.5,1,1,11.5,0,0,NaN,40,1767,0,1735,44.175,0,43.375,37,0.925,7,5
18,serverspec,2,13,2,17,0,0,NaN,53,3262,0,3173,61.54716981132076,0,59.867924528301884,50,0.9433962264150944,4,3
19,serverspec,2,1,1,4,0,0,NaN,27,499,0,495,18.48148148148148,0,18.333333333333332,26,0.9629629629629629,3,1
20,serverspec,2,1,1,4,0,0,NaN,20,235,0,129,11.75,0,6.45,12,0.6,5,4
21,serverspec,5,1,1,7,0,0,NaN,25,290,0,161,11.6,0,6.44,16,0.64,6,4
22,serverspec,2,1,1,4,0,0,NaN,24,1923,0,1736,80.125,0,72.33333333333333,13,0.5416666666666666,6,4
23,serverspec,2,1,1,4,0,0,NaN,34,15570,0,15485,457.94117647058823,0,455.44117647058823,23,0.6764705882352942,7,6
24,serverspec,1.5,1,1,2.5,0,0,NaN,22,351,0,317,15.954545454545455,0,14.409090909090908,12,0.5454545454545454,2,1
2,gaia,8,5,1,16,1,6,4,477,34841,18659,3340,73.041928721174,39.117400419287215,7.0020964360587,50,0.10482180293501048,26,10
3,gaia,9,6,1,19,1,5,4,259,332889,24127,18837,1285.2857142857142,93.15444015444015,72.72972972972973,22,0.08494208494208494,27,8
4,gaia,9,4,1,18,1,4,4,325,1454385,35113,21151,4475.030769230769,108.04,65.08,54,0.16615384615384615,35,8
